transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description,country
6565,1064,2051,4304.37,2023-01-01 01:49:24,0,Discover,City-17,Restaurant,60,Purchase at Merchant-2051,Czech Republic
6566,1079,2063,8809.61,2023-01-01 01:49:25,0,Discover,City-42,Online Shopping,40,Purchase at Merchant-2063,Portugal
6567,1001,2006,9933.74,2023-01-01 01:49:26,0,American Express,City-50,Online Shopping,42,Purchase at Merchant-2006,Russia
6568,1098,2021,7034.16,2023-01-01 01:49:27,1,Discover,City-9,Retail,27,Purchase at Merchant-2021,Luxembourg
6569,1070,2037,7327.74,2023-01-01 01:49:28,1,Visa,City-27,Retail,59,Purchase at Merchant-2037,Bosnia and Herzegovina
6570,1006,2039,8025.31,2023-01-01 01:49:29,0,Discover,City-14,Restaurant,58,Purchase at Merchant-2039,Lithuania
6571,1062,2004,8850.11,2023-01-01 01:49:30,1,MasterCard,City-16,Gas Station,19,Purchase at Merchant-2004,Iceland
6572,1048,2030,2560.44,2023-01-01 01:49:31,1,Discover,City-24,Groceries,58,Purchase at Merchant-2030,Liechtenstein
6573,1080,2081,5564.47,2023-01-01 01:49:32,1,Visa,City-12,Travel,19,Purchase at Merchant-2081,Bosnia and Herzegovina
6574,1041,2099,7913.73,2023-01-01 01:49:33,0,MasterCard,City-15,Retail,57,Purchase at Merchant-2099,Montenegro
6575,1064,2089,9083.93,2023-01-01 01:49:34,0,Discover,City-8,Travel,53,Purchase at Merchant-2089,Luxembourg
6576,1074,2032,5141.81,2023-01-01 01:49:35,1,American Express,City-43,Online Shopping,30,Purchase at Merchant-2032,Hungary
6577,1036,2005,4218.8,2023-01-01 01:49:36,1,Discover,City-30,Online Shopping,58,Purchase at Merchant-2005,Vatican City
6578,1063,2035,2146.8,2023-01-01 01:49:37,0,Discover,City-41,Groceries,29,Purchase at Merchant-2035,Lithuania
6579,1024,2096,3799.9,2023-01-01 01:49:38,0,Discover,City-21,Online Shopping,63,Purchase at Merchant-2096,Denmark
6580,1098,2016,597.29,2023-01-01 01:49:39,1,MasterCard,City-19,Groceries,49,Purchase at Merchant-2016,Malta
6581,1066,2049,106.62,2023-01-01 01:49:40,1,Discover,City-33,Groceries,30,Purchase at Merchant-2049,Portugal
6582,1036,2084,5259.93,2023-01-01 01:49:41,0,Visa,City-29,Restaurant,45,Purchase at Merchant-2084,Monaco
6583,1051,2052,3126.5,2023-01-01 01:49:42,1,American Express,City-32,Restaurant,67,Purchase at Merchant-2052,Austria
6584,1029,2017,2595.59,2023-01-01 01:49:43,1,MasterCard,City-8,Groceries,41,Purchase at Merchant-2017,Denmark
6585,1097,2095,5116.61,2023-01-01 01:49:44,1,Discover,City-44,Gas Station,27,Purchase at Merchant-2095,Serbia
6586,1074,2035,2314.91,2023-01-01 01:49:45,0,MasterCard,City-13,Groceries,59,Purchase at Merchant-2035,France
6587,1017,2011,8210.44,2023-01-01 01:49:46,0,Visa,City-10,Online Shopping,62,Purchase at Merchant-2011,Malta
6588,1007,2010,5579.33,2023-01-01 01:49:47,0,MasterCard,City-1,Travel,60,Purchase at Merchant-2010,Kosovo
6589,1068,2010,894.82,2023-01-01 01:49:48,0,MasterCard,City-10,Restaurant,54,Purchase at Merchant-2010,Slovakia
6590,1055,2065,5649.91,2023-01-01 01:49:49,0,MasterCard,City-2,Groceries,31,Purchase at Merchant-2065,Netherlands
6591,1062,2093,5723.15,2023-01-01 01:49:50,1,Visa,City-26,Gas Station,57,Purchase at Merchant-2093,Croatia
6592,1070,2091,4912.05,2023-01-01 01:49:51,0,Discover,City-6,Groceries,47,Purchase at Merchant-2091,Italy
6593,1005,2098,6200.92,2023-01-01 01:49:52,0,Visa,City-45,Groceries,26,Purchase at Merchant-2098,Norway
6594,1065,2094,5676.87,2023-01-01 01:49:53,1,Visa,City-14,Travel,41,Purchase at Merchant-2094,Latvia
6595,1045,2054,866.68,2023-01-01 01:49:54,0,MasterCard,City-40,Online Shopping,58,Purchase at Merchant-2054,Bulgaria
6596,1051,2003,3014.75,2023-01-01 01:49:55,0,American Express,City-41,Groceries,64,Purchase at Merchant-2003,Cyprus
6597,1088,2002,513.02,2023-01-01 01:49:56,1,Discover,City-9,Groceries,62,Purchase at Merchant-2002,United Kingdom
6598,1100,2096,5717.09,2023-01-01 01:49:57,0,Discover,City-1,Restaurant,26,Purchase at Merchant-2096,Albania
6599,1023,2070,7263.74,2023-01-01 01:49:58,1,Visa,City-16,Retail,21,Purchase at Merchant-2070,Montenegro
6600,1059,2078,5295.57,2023-01-01 01:49:59,1,Discover,City-7,Online Shopping,65,Purchase at Merchant-2078,Croatia
6601,1016,2020,8240.56,2023-01-01 01:50:00,0,American Express,City-50,Groceries,58,Purchase at Merchant-2020,Belarus
6602,1090,2013,8938.4,2023-01-01 01:50:01,0,Visa,City-34,Restaurant,38,Purchase at Merchant-2013,Romania
6603,1067,2095,9745.11,2023-01-01 01:50:02,0,Discover,City-27,Gas Station,42,Purchase at Merchant-2095,Austria
6604,1059,2076,3936.45,2023-01-01 01:50:03,1,MasterCard,City-29,Groceries,40,Purchase at Merchant-2076,United Kingdom
6605,1041,2051,9619.86,2023-01-01 01:50:04,0,Visa,City-28,Online Shopping,44,Purchase at Merchant-2051,Slovenia
6606,1089,2025,6257.02,2023-01-01 01:50:05,0,Visa,City-47,Groceries,62,Purchase at Merchant-2025,Bulgaria
6607,1002,2078,8337.72,2023-01-01 01:50:06,1,Discover,City-30,Travel,64,Purchase at Merchant-2078,Moldova
6608,1002,2040,7856.38,2023-01-01 01:50:07,1,MasterCard,City-18,Travel,47,Purchase at Merchant-2040,Albania
6609,1087,2042,9796.68,2023-01-01 01:50:08,0,Discover,City-20,Travel,57,Purchase at Merchant-2042,Moldova
6610,1027,2055,2793.24,2023-01-01 01:50:09,1,Discover,City-34,Groceries,63,Purchase at Merchant-2055,Greece
6611,1049,2066,2697.47,2023-01-01 01:50:10,1,MasterCard,City-11,Groceries,24,Purchase at Merchant-2066,Serbia
6612,1075,2096,4376.09,2023-01-01 01:50:11,1,Visa,City-12,Retail,66,Purchase at Merchant-2096,Bulgaria
6613,1013,2003,4495.98,2023-01-01 01:50:12,1,Discover,City-33,Retail,45,Purchase at Merchant-2003,Ukraine
6614,1042,2039,9506.33,2023-01-01 01:50:13,1,Discover,City-48,Restaurant,46,Purchase at Merchant-2039,Liechtenstein
6615,1047,2036,5046.66,2023-01-01 01:50:14,0,Visa,City-32,Online Shopping,22,Purchase at Merchant-2036,Spain
6616,1079,2059,1181.51,2023-01-01 01:50:15,1,Visa,City-36,Restaurant,27,Purchase at Merchant-2059,Denmark
6617,1034,2026,5745.1,2023-01-01 01:50:16,1,Discover,City-1,Online Shopping,47,Purchase at Merchant-2026,Sweden
6618,1024,2013,5282.56,2023-01-01 01:50:17,0,Discover,City-32,Online Shopping,70,Purchase at Merchant-2013,Poland
6619,1071,2034,3192.43,2023-01-01 01:50:18,1,Visa,City-13,Restaurant,69,Purchase at Merchant-2034,Russia
6620,1034,2084,4322.62,2023-01-01 01:50:19,1,MasterCard,City-40,Retail,57,Purchase at Merchant-2084,San Marino
6621,1031,2074,1488.86,2023-01-01 01:50:20,1,Discover,City-4,Groceries,37,Purchase at Merchant-2074,Spain
6622,1035,2061,8558.27,2023-01-01 01:50:21,1,Visa,City-3,Gas Station,69,Purchase at Merchant-2061,Hungary
6623,1061,2049,1690.04,2023-01-01 01:50:22,1,American Express,City-20,Retail,35,Purchase at Merchant-2049,Romania
6624,1079,2038,9978.73,2023-01-01 01:50:23,1,MasterCard,City-40,Gas Station,63,Purchase at Merchant-2038,Belgium
6625,1044,2055,2001.03,2023-01-01 01:50:24,1,American Express,City-28,Restaurant,19,Purchase at Merchant-2055,Norway
6626,1047,2012,7271.26,2023-01-01 01:50:25,0,MasterCard,City-15,Travel,24,Purchase at Merchant-2012,Austria
6627,1024,2029,6866.33,2023-01-01 01:50:26,1,American Express,City-3,Restaurant,32,Purchase at Merchant-2029,Romania
6628,1064,2053,7428.01,2023-01-01 01:50:27,1,Discover,City-45,Retail,19,Purchase at Merchant-2053,France
6629,1055,2072,8663.54,2023-01-01 01:50:28,1,American Express,City-38,Gas Station,40,Purchase at Merchant-2072,North Macedonia
6630,1027,2036,3599.2,2023-01-01 01:50:29,1,Visa,City-25,Restaurant,54,Purchase at Merchant-2036,North Macedonia
6631,1054,2062,3295.25,2023-01-01 01:50:30,1,Discover,City-27,Travel,46,Purchase at Merchant-2062,Hungary
6632,1090,2037,8787.71,2023-01-01 01:50:31,0,Visa,City-26,Groceries,26,Purchase at Merchant-2037,Lithuania
6633,1097,2090,7616.01,2023-01-01 01:50:32,0,Discover,City-29,Retail,38,Purchase at Merchant-2090,Liechtenstein
6634,1048,2069,29.76,2023-01-01 01:50:33,0,MasterCard,City-49,Groceries,69,Purchase at Merchant-2069,Iceland
6635,1047,2065,216.01,2023-01-01 01:50:34,1,MasterCard,City-28,Gas Station,30,Purchase at Merchant-2065,France
6636,1052,2032,5489.95,2023-01-01 01:50:35,1,American Express,City-12,Online Shopping,33,Purchase at Merchant-2032,Germany
6637,1036,2049,3775.26,2023-01-01 01:50:36,1,Visa,City-37,Retail,59,Purchase at Merchant-2049,Germany
6638,1058,2003,7934.86,2023-01-01 01:50:37,1,Discover,City-25,Retail,65,Purchase at Merchant-2003,Bosnia and Herzegovina
6639,1024,2064,7440.33,2023-01-01 01:50:38,1,Discover,City-3,Retail,28,Purchase at Merchant-2064,Moldova
6640,1074,2094,9940.7,2023-01-01 01:50:39,0,Visa,City-41,Travel,37,Purchase at Merchant-2094,Germany
6641,1017,2051,4539.84,2023-01-01 01:50:40,0,MasterCard,City-11,Retail,67,Purchase at Merchant-2051,Russia
6642,1074,2048,5941.5,2023-01-01 01:50:41,0,Visa,City-46,Restaurant,58,Purchase at Merchant-2048,Croatia
6643,1088,2098,6125.74,2023-01-01 01:50:42,1,Visa,City-39,Restaurant,55,Purchase at Merchant-2098,Germany
6644,1030,2070,43.55,2023-01-01 01:50:43,1,Visa,City-28,Groceries,47,Purchase at Merchant-2070,Austria
6645,1013,2092,5215.71,2023-01-01 01:50:44,0,MasterCard,City-42,Groceries,69,Purchase at Merchant-2092,Finland
6646,1093,2014,7683.5,2023-01-01 01:50:45,0,American Express,City-20,Retail,20,Purchase at Merchant-2014,Spain
6647,1035,2058,5685.6,2023-01-01 01:50:46,0,Visa,City-40,Restaurant,47,Purchase at Merchant-2058,Portugal
6648,1031,2029,908.91,2023-01-01 01:50:47,0,American Express,City-39,Retail,60,Purchase at Merchant-2029,Lithuania
6649,1072,2074,2528.7,2023-01-01 01:50:48,1,American Express,City-5,Gas Station,30,Purchase at Merchant-2074,Slovenia
6650,1056,2004,4067.88,2023-01-01 01:50:49,0,American Express,City-41,Gas Station,19,Purchase at Merchant-2004,Norway
6651,1049,2051,36.47,2023-01-01 01:50:50,1,Discover,City-3,Retail,43,Purchase at Merchant-2051,Norway
6652,1026,2099,5800.65,2023-01-01 01:50:51,0,Visa,City-17,Gas Station,53,Purchase at Merchant-2099,Netherlands
6653,1019,2030,8560.18,2023-01-01 01:50:52,0,American Express,City-46,Gas Station,45,Purchase at Merchant-2030,Finland
6654,1095,2058,932.53,2023-01-01 01:50:53,0,MasterCard,City-32,Groceries,53,Purchase at Merchant-2058,Albania
6655,1020,2048,5681.5,2023-01-01 01:50:54,0,MasterCard,City-8,Restaurant,50,Purchase at Merchant-2048,Portugal
6656,1061,2062,7416.41,2023-01-01 01:50:55,1,American Express,City-27,Retail,48,Purchase at Merchant-2062,Germany
6657,1002,2073,1531.16,2023-01-01 01:50:56,1,Discover,City-20,Travel,53,Purchase at Merchant-2073,Ukraine
6658,1023,2014,2358.62,2023-01-01 01:50:57,1,American Express,City-39,Gas Station,45,Purchase at Merchant-2014,France
6659,1054,2083,6858.25,2023-01-01 01:50:58,0,Discover,City-21,Online Shopping,70,Purchase at Merchant-2083,Montenegro
6660,1064,2040,2023.4,2023-01-01 01:50:59,1,Discover,City-17,Travel,25,Purchase at Merchant-2040,Portugal
6661,1018,2043,4572.9,2023-01-01 01:51:00,1,MasterCard,City-21,Retail,54,Purchase at Merchant-2043,Iceland
6662,1081,2019,8318.38,2023-01-01 01:51:01,0,Discover,City-41,Retail,29,Purchase at Merchant-2019,Bulgaria
6663,1067,2081,6735.81,2023-01-01 01:51:02,0,Visa,City-33,Travel,70,Purchase at Merchant-2081,Montenegro
6664,1069,2011,9451.26,2023-01-01 01:51:03,0,MasterCard,City-17,Gas Station,21,Purchase at Merchant-2011,North Macedonia
6665,1093,2013,5775.92,2023-01-01 01:51:04,0,Visa,City-47,Online Shopping,63,Purchase at Merchant-2013,Luxembourg
6666,1041,2072,4603.71,2023-01-01 01:51:05,1,MasterCard,City-20,Online Shopping,61,Purchase at Merchant-2072,Serbia
6667,1063,2022,7166.45,2023-01-01 01:51:06,1,Visa,City-27,Gas Station,26,Purchase at Merchant-2022,France
6668,1039,2027,456.85,2023-01-01 01:51:07,0,Visa,City-23,Restaurant,70,Purchase at Merchant-2027,Croatia
6669,1033,2063,98.97,2023-01-01 01:51:08,1,Discover,City-30,Travel,62,Purchase at Merchant-2063,Moldova
6670,1072,2076,7953.62,2023-01-01 01:51:09,0,Discover,City-30,Gas Station,27,Purchase at Merchant-2076,Andorra
6671,1073,2032,3375.02,2023-01-01 01:51:10,1,Discover,City-46,Online Shopping,52,Purchase at Merchant-2032,Hungary
6672,1007,2011,5437.83,2023-01-01 01:51:11,0,American Express,City-8,Restaurant,62,Purchase at Merchant-2011,San Marino
6673,1051,2019,8428.03,2023-01-01 01:51:12,1,Visa,City-16,Restaurant,40,Purchase at Merchant-2019,France
6674,1013,2052,831.18,2023-01-01 01:51:13,1,American Express,City-45,Gas Station,36,Purchase at Merchant-2052,Luxembourg
6675,1089,2079,8547.15,2023-01-01 01:51:14,0,Discover,City-41,Travel,20,Purchase at Merchant-2079,Netherlands
6676,1021,2061,9098.31,2023-01-01 01:51:15,0,American Express,City-29,Restaurant,35,Purchase at Merchant-2061,Montenegro
6677,1008,2067,4258.32,2023-01-01 01:51:16,1,MasterCard,City-8,Groceries,18,Purchase at Merchant-2067,Italy
6678,1028,2093,9999.75,2023-01-01 01:51:17,1,Visa,City-23,Groceries,27,Purchase at Merchant-2093,Kosovo
6679,1033,2073,3891.19,2023-01-01 01:51:18,1,Discover,City-13,Restaurant,43,Purchase at Merchant-2073,Latvia
6680,1061,2098,415.9,2023-01-01 01:51:19,1,Visa,City-17,Groceries,66,Purchase at Merchant-2098,Romania
6681,1081,2030,240.35,2023-01-01 01:51:20,1,MasterCard,City-11,Online Shopping,23,Purchase at Merchant-2030,San Marino
6682,1013,2008,5971.29,2023-01-01 01:51:21,0,Discover,City-30,Online Shopping,45,Purchase at Merchant-2008,Greece
6683,1058,2099,8413.16,2023-01-01 01:51:22,0,MasterCard,City-33,Online Shopping,42,Purchase at Merchant-2099,Switzerland
6684,1096,2064,5898.97,2023-01-01 01:51:23,1,American Express,City-48,Gas Station,68,Purchase at Merchant-2064,Hungary
6685,1043,2033,2780.53,2023-01-01 01:51:24,0,MasterCard,City-38,Restaurant,51,Purchase at Merchant-2033,Greece
6686,1034,2053,2198.99,2023-01-01 01:51:25,1,Discover,City-14,Online Shopping,60,Purchase at Merchant-2053,Andorra
6687,1047,2040,4351.27,2023-01-01 01:51:26,0,Visa,City-41,Restaurant,34,Purchase at Merchant-2040,Belarus
6688,1047,2095,8904.28,2023-01-01 01:51:27,0,MasterCard,City-12,Restaurant,38,Purchase at Merchant-2095,Kosovo
6689,1072,2044,7232.9,2023-01-01 01:51:28,1,Discover,City-34,Travel,61,Purchase at Merchant-2044,Slovakia
6690,1072,2020,2450.74,2023-01-01 01:51:29,0,Discover,City-30,Online Shopping,21,Purchase at Merchant-2020,Portugal
6691,1033,2005,4462.24,2023-01-01 01:51:30,1,Visa,City-50,Restaurant,24,Purchase at Merchant-2005,Netherlands
6692,1045,2042,9296.4,2023-01-01 01:51:31,1,American Express,City-14,Restaurant,38,Purchase at Merchant-2042,Bosnia and Herzegovina
6693,1003,2089,5238.68,2023-01-01 01:51:32,0,Visa,City-10,Groceries,68,Purchase at Merchant-2089,Hungary
6694,1053,2073,860.78,2023-01-01 01:51:33,0,American Express,City-50,Gas Station,45,Purchase at Merchant-2073,Slovakia
6695,1016,2077,933.74,2023-01-01 01:51:34,0,American Express,City-12,Groceries,65,Purchase at Merchant-2077,Luxembourg
6696,1045,2053,6045.25,2023-01-01 01:51:35,1,Discover,City-30,Online Shopping,59,Purchase at Merchant-2053,Belgium
6697,1087,2001,6461.16,2023-01-01 01:51:36,1,Visa,City-50,Online Shopping,26,Purchase at Merchant-2001,Belgium
6698,1078,2035,6946.09,2023-01-01 01:51:37,0,MasterCard,City-25,Restaurant,28,Purchase at Merchant-2035,Italy
6699,1026,2089,3303.96,2023-01-01 01:51:38,0,Discover,City-28,Retail,39,Purchase at Merchant-2089,Greece
6700,1074,2027,1423.8,2023-01-01 01:51:39,1,MasterCard,City-21,Retail,69,Purchase at Merchant-2027,Spain
6701,1074,2097,5737.58,2023-01-01 01:51:40,0,Visa,City-17,Gas Station,52,Purchase at Merchant-2097,San Marino
6702,1084,2072,8050.51,2023-01-01 01:51:41,0,American Express,City-49,Groceries,34,Purchase at Merchant-2072,Slovenia
6703,1084,2063,1509.31,2023-01-01 01:51:42,1,MasterCard,City-47,Groceries,51,Purchase at Merchant-2063,Cyprus
6704,1069,2070,191.53,2023-01-01 01:51:43,1,Visa,City-35,Restaurant,25,Purchase at Merchant-2070,Belgium
6705,1023,2064,6362.86,2023-01-01 01:51:44,0,Discover,City-41,Groceries,57,Purchase at Merchant-2064,Sweden
6706,1100,2041,8051.15,2023-01-01 01:51:45,0,American Express,City-19,Travel,66,Purchase at Merchant-2041,Andorra
6707,1037,2084,6650.66,2023-01-01 01:51:46,1,Discover,City-9,Online Shopping,19,Purchase at Merchant-2084,Cyprus
6708,1046,2031,693.45,2023-01-01 01:51:47,0,MasterCard,City-32,Online Shopping,44,Purchase at Merchant-2031,Switzerland
6709,1042,2042,2042.5,2023-01-01 01:51:48,0,American Express,City-20,Restaurant,18,Purchase at Merchant-2042,Russia
6710,1087,2060,7628.76,2023-01-01 01:51:49,1,Discover,City-50,Gas Station,36,Purchase at Merchant-2060,Latvia
6711,1066,2091,2784.56,2023-01-01 01:51:50,0,American Express,City-39,Restaurant,39,Purchase at Merchant-2091,Latvia
6712,1063,2062,4117.05,2023-01-01 01:51:51,0,American Express,City-50,Groceries,59,Purchase at Merchant-2062,Latvia
6713,1100,2066,4470.31,2023-01-01 01:51:52,1,MasterCard,City-19,Groceries,65,Purchase at Merchant-2066,Portugal
6714,1095,2072,3756.87,2023-01-01 01:51:53,0,MasterCard,City-28,Groceries,57,Purchase at Merchant-2072,Montenegro
6715,1058,2095,5751.79,2023-01-01 01:51:54,0,Visa,City-45,Retail,52,Purchase at Merchant-2095,Serbia
6716,1011,2094,5976.33,2023-01-01 01:51:55,0,Discover,City-20,Online Shopping,29,Purchase at Merchant-2094,Vatican City
6717,1049,2011,2841.0,2023-01-01 01:51:56,0,MasterCard,City-22,Online Shopping,63,Purchase at Merchant-2011,Poland
6718,1079,2014,8906.8,2023-01-01 01:51:57,0,Discover,City-41,Retail,46,Purchase at Merchant-2014,Iceland
6719,1037,2055,2740.65,2023-01-01 01:51:58,1,MasterCard,City-18,Gas Station,53,Purchase at Merchant-2055,Bulgaria
6720,1060,2090,4050.18,2023-01-01 01:51:59,0,Visa,City-42,Restaurant,22,Purchase at Merchant-2090,Albania
6721,1081,2010,4421.75,2023-01-01 01:52:00,0,American Express,City-4,Groceries,36,Purchase at Merchant-2010,Poland
6722,1019,2049,7163.98,2023-01-01 01:52:01,1,Discover,City-13,Groceries,48,Purchase at Merchant-2049,Albania
6723,1022,2017,963.95,2023-01-01 01:52:02,0,Discover,City-47,Gas Station,20,Purchase at Merchant-2017,Lithuania
6724,1082,2097,5509.86,2023-01-01 01:52:03,0,Discover,City-2,Retail,39,Purchase at Merchant-2097,Belarus
6725,1044,2002,2677.3,2023-01-01 01:52:04,1,MasterCard,City-47,Restaurant,60,Purchase at Merchant-2002,Belarus
6726,1054,2021,6443.18,2023-01-01 01:52:05,0,Visa,City-2,Gas Station,65,Purchase at Merchant-2021,Iceland
6727,1081,2067,170.16,2023-01-01 01:52:06,0,American Express,City-10,Gas Station,45,Purchase at Merchant-2067,Moldova
6728,1079,2096,1401.4,2023-01-01 01:52:07,1,Visa,City-42,Online Shopping,37,Purchase at Merchant-2096,Switzerland
6729,1074,2016,7702.21,2023-01-01 01:52:08,0,Discover,City-7,Retail,57,Purchase at Merchant-2016,Norway
6730,1052,2022,9103.4,2023-01-01 01:52:09,1,American Express,City-20,Travel,67,Purchase at Merchant-2022,Poland
6731,1010,2026,6890.3,2023-01-01 01:52:10,0,Discover,City-15,Restaurant,47,Purchase at Merchant-2026,Monaco
6732,1011,2057,1530.55,2023-01-01 01:52:11,0,American Express,City-25,Groceries,61,Purchase at Merchant-2057,Sweden
6733,1021,2015,1386.35,2023-01-01 01:52:12,0,Visa,City-27,Travel,24,Purchase at Merchant-2015,Spain
6734,1044,2005,2232.7,2023-01-01 01:52:13,0,Visa,City-21,Retail,48,Purchase at Merchant-2005,Russia
6735,1030,2055,4472.92,2023-01-01 01:52:14,0,American Express,City-49,Travel,27,Purchase at Merchant-2055,Bosnia and Herzegovina
6736,1041,2064,9225.2,2023-01-01 01:52:15,0,Discover,City-37,Travel,55,Purchase at Merchant-2064,Greece
6737,1041,2022,2896.97,2023-01-01 01:52:16,1,Discover,City-19,Groceries,25,Purchase at Merchant-2022,Portugal
6738,1084,2081,21.27,2023-01-01 01:52:17,1,American Express,City-23,Travel,28,Purchase at Merchant-2081,Liechtenstein
6739,1038,2068,9610.11,2023-01-01 01:52:18,1,Discover,City-13,Restaurant,43,Purchase at Merchant-2068,Sweden
6740,1091,2063,3916.91,2023-01-01 01:52:19,0,Discover,City-36,Online Shopping,54,Purchase at Merchant-2063,Lithuania
6741,1035,2018,346.47,2023-01-01 01:52:20,0,MasterCard,City-36,Online Shopping,50,Purchase at Merchant-2018,Finland
6742,1078,2096,3473.04,2023-01-01 01:52:21,1,Visa,City-12,Online Shopping,24,Purchase at Merchant-2096,Iceland
6743,1083,2071,8873.55,2023-01-01 01:52:22,1,Discover,City-14,Gas Station,38,Purchase at Merchant-2071,Finland
6744,1051,2054,4973.84,2023-01-01 01:52:23,0,American Express,City-9,Groceries,70,Purchase at Merchant-2054,San Marino
6745,1035,2052,6891.38,2023-01-01 01:52:24,1,Discover,City-16,Retail,33,Purchase at Merchant-2052,Switzerland
6746,1057,2002,9049.3,2023-01-01 01:52:25,1,American Express,City-20,Groceries,32,Purchase at Merchant-2002,Slovakia
6747,1100,2038,4681.01,2023-01-01 01:52:26,0,MasterCard,City-22,Restaurant,35,Purchase at Merchant-2038,Sweden
6748,1047,2016,7898.79,2023-01-01 01:52:27,1,American Express,City-47,Retail,40,Purchase at Merchant-2016,Hungary
